state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
51,049,"Cumberland County, VA",2020,4569,4289,280,6.1,51049
51,049,"Cumberland County, VA",2019,4695,4559,136,2.9,51049
51,049,"Cumberland County, VA",2018,4669,4519,150,3.2,51049
51,049,"Cumberland County, VA",2017,4709,4515,194,4.1,51049
51,049,"Cumberland County, VA",2016,4609,4400,209,4.5,51049
51,049,"Cumberland County, VA",2015,4573,4341,232,5.1,51049
51,049,"Cumberland County, VA",2014,4553,4279,274,6,51049
51,049,"Cumberland County, VA",2013,4508,4215,293,6.5,51049
51,049,"Cumberland County, VA",2012,4520,4204,316,7,51049
51,049,"Cumberland County, VA",2011,4552,4206,346,7.6,51049
51,049,"Cumberland County, VA",2010,4530,4139,391,8.6,51049
51,049,"Cumberland County, VA",2009,4618,4274,344,7.4,51049
51,049,"Cumberland County, VA",2008,4696,4455,241,5.1,51049
51,049,"Cumberland County, VA",2007,4596,4437,159,3.5,51049
51,049,"Cumberland County, VA",2006,4522,4353,169,3.7,51049
51,049,"Cumberland County, VA",2005,4464,4276,188,4.2,51049
51,049,"Cumberland County, VA",2004,4332,4145,187,4.3,51049
51,049,"Cumberland County, VA",2003,4297,4114,183,4.3,51049
51,049,"Cumberland County, VA",2002,4251,4089,162,3.8,51049
51,049,"Cumberland County, VA",2001,4226,4105,121,2.9,51049
51,049,"Cumberland County, VA",2000,4238,4144,94,2.2,51049
51,049,"Cumberland County, VA",1999,3811,3737,74,1.9,51049
51,049,"Cumberland County, VA",1998,3760,3658,102,2.7,51049
51,049,"Cumberland County, VA",1997,3915,3733,182,4.6,51049
51,049,"Cumberland County, VA",1996,3948,3837,111,2.8,51049
51,049,"Cumberland County, VA",1995,3998,3894,104,2.6,51049
51,049,"Cumberland County, VA",1994,3940,3827,113,2.9,51049
51,049,"Cumberland County, VA",1993,4073,3857,216,5.3,51049
51,049,"Cumberland County, VA",1992,4272,3968,304,7.1,51049
51,049,"Cumberland County, VA",1991,4063,3802,261,6.4,51049
51,049,"Cumberland County, VA",1990,3854,3679,175,4.5,51049
