state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
39,083,"Knox County, OH",2020,31244,29315,1929,6.2,39083
39,083,"Knox County, OH",2019,31743,30473,1270,4,39083
39,083,"Knox County, OH",2018,31462,30097,1365,4.3,39083
39,083,"Knox County, OH",2017,31424,30013,1411,4.5,39083
39,083,"Knox County, OH",2016,31354,29894,1460,4.7,39083
39,083,"Knox County, OH",2015,31331,29862,1469,4.7,39083
39,083,"Knox County, OH",2014,31205,29553,1652,5.3,39083
39,083,"Knox County, OH",2013,30368,28280,2088,6.9,39083
39,083,"Knox County, OH",2012,30156,28064,2092,6.9,39083
39,083,"Knox County, OH",2011,30418,27767,2651,8.7,39083
39,083,"Knox County, OH",2010,30962,27958,3004,9.7,39083
39,083,"Knox County, OH",2009,29942,27003,2939,9.8,39083
39,083,"Knox County, OH",2008,30469,28485,1984,6.5,39083
39,083,"Knox County, OH",2007,31359,29662,1697,5.4,39083
39,083,"Knox County, OH",2006,30769,29217,1552,5,39083
39,083,"Knox County, OH",2005,30171,28428,1743,5.8,39083
39,083,"Knox County, OH",2004,29109,27328,1781,6.1,39083
39,083,"Knox County, OH",2003,28406,26577,1829,6.4,39083
39,083,"Knox County, OH",2002,28278,26711,1567,5.5,39083
39,083,"Knox County, OH",2001,27972,26784,1188,4.2,39083
39,083,"Knox County, OH",2000,27368,26147,1221,4.5,39083
39,083,"Knox County, OH",1999,26234,24822,1412,5.4,39083
39,083,"Knox County, OH",1998,26581,25175,1406,5.3,39083
39,083,"Knox County, OH",1997,26684,25410,1274,4.8,39083
39,083,"Knox County, OH",1996,27891,26312,1579,5.7,39083
39,083,"Knox County, OH",1995,27023,25698,1325,4.9,39083
39,083,"Knox County, OH",1994,26715,25389,1326,5,39083
39,083,"Knox County, OH",1993,25656,24097,1559,6.1,39083
39,083,"Knox County, OH",1992,24836,23162,1674,6.7,39083
39,083,"Knox County, OH",1991,24378,22858,1520,6.2,39083
39,083,"Knox County, OH",1990,23624,22173,1451,6.1,39083
