state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
72,049,"Culebra Municipio, PR",2020,N.A.,N.A.,N.A.,N.A.,72049
72,049,"Culebra Municipio, PR",2019,906,878,28,3.1,72049
72,049,"Culebra Municipio, PR",2018,894,855,39,4.4,72049
72,049,"Culebra Municipio, PR",2017,912,872,40,4.4,72049
72,049,"Culebra Municipio, PR",2016,896,866,30,3.3,72049
72,049,"Culebra Municipio, PR",2015,844,813,31,3.7,72049
72,049,"Culebra Municipio, PR",2014,786,737,49,6.2,72049
72,049,"Culebra Municipio, PR",2013,850,793,57,6.7,72049
72,049,"Culebra Municipio, PR",2012,840,792,48,5.7,72049
72,049,"Culebra Municipio, PR",2011,766,705,61,8,72049
72,049,"Culebra Municipio, PR",2010,815,733,82,10.1,72049
72,049,"Culebra Municipio, PR",2009,815,729,86,10.6,72049
72,049,"Culebra Municipio, PR",2008,852,796,56,6.6,72049
72,049,"Culebra Municipio, PR",2007,858,800,58,6.8,72049
72,049,"Culebra Municipio, PR",2006,903,821,82,9.1,72049
72,049,"Culebra Municipio, PR",2005,873,801,72,8.1999999999999993,72049
72,049,"Culebra Municipio, PR",2004,897,851,46,5.1,72049
72,049,"Culebra Municipio, PR",2003,860,810,50,5.8,72049
72,049,"Culebra Municipio, PR",2002,854,798,56,6.6,72049
72,049,"Culebra Municipio, PR",2001,785,728,57,7.3,72049
72,049,"Culebra Municipio, PR",2000,780,734,46,5.9,72049
72,049,"Culebra Municipio, PR",1999,784,747,37,4.7,72049
72,049,"Culebra Municipio, PR",1998,807,749,58,7.2,72049
72,049,"Culebra Municipio, PR",1997,758,712,46,6.1,72049
72,049,"Culebra Municipio, PR",1996,711,650,61,8.6,72049
72,049,"Culebra Municipio, PR",1995,756,721,35,4.6,72049
72,049,"Culebra Municipio, PR",1994,751,697,54,7.2,72049
72,049,"Culebra Municipio, PR",1993,797,725,72,9,72049
72,049,"Culebra Municipio, PR",1992,773,728,45,5.8,72049
72,049,"Culebra Municipio, PR",1991,737,713,24,3.3,72049
72,049,"Culebra Municipio, PR",1990,727,683,44,6.1,72049
