state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
53,053,"Pierce County, WA",2020,450196,406822,43374,9.6,53053
53,053,"Pierce County, WA",2019,441661,419058,22603,5.1,53053
53,053,"Pierce County, WA",2018,425974,404253,21721,5.1,53053
53,053,"Pierce County, WA",2017,415999,394070,21929,5.3,53053
53,053,"Pierce County, WA",2016,404970,380954,24016,5.9,53053
53,053,"Pierce County, WA",2015,392279,367880,24399,6.2,53053
53,053,"Pierce County, WA",2014,384834,358653,26181,6.8,53053
53,053,"Pierce County, WA",2013,383769,352522,31247,8.1,53053
53,053,"Pierce County, WA",2012,385098,352308,32790,8.5,53053
53,053,"Pierce County, WA",2011,382903,348050,34853,9.1,53053
53,053,"Pierce County, WA",2010,387830,351104,36726,9.5,53053
53,053,"Pierce County, WA",2009,388901,353966,34935,9,53053
53,053,"Pierce County, WA",2008,394313,370985,23328,5.9,53053
53,053,"Pierce County, WA",2007,386920,366729,20191,5.2,53053
53,053,"Pierce County, WA",2006,373953,353307,20646,5.5,53053
53,053,"Pierce County, WA",2005,368325,345316,23009,6.2,53053
53,053,"Pierce County, WA",2004,359400,333300,26100,7.3,53053
53,053,"Pierce County, WA",2003,350401,321771,28630,8.2,53053
53,053,"Pierce County, WA",2002,346286,318864,27422,7.9,53053
53,053,"Pierce County, WA",2001,340339,318123,22216,6.5,53053
53,053,"Pierce County, WA",2000,344926,326380,18546,5.4,53053
53,053,"Pierce County, WA",1999,347655,331980,15675,4.5,53053
53,053,"Pierce County, WA",1998,343915,329207,14708,4.3,53053
53,053,"Pierce County, WA",1997,334301,319654,14647,4.4,53053
53,053,"Pierce County, WA",1996,324725,305896,18829,5.8,53053
53,053,"Pierce County, WA",1995,316618,296320,20298,6.4,53053
53,053,"Pierce County, WA",1994,306032,284494,21538,7,53053
53,053,"Pierce County, WA",1993,296637,273912,22725,7.7,53053
53,053,"Pierce County, WA",1992,288047,266187,21860,7.6,53053
53,053,"Pierce County, WA",1991,279408,262195,17213,6.2,53053
53,053,"Pierce County, WA",1990,277290,264100,13190,4.8,53053
