state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
48,033,"Borden County, TX",2020,430,416,14,3.3,48033
48,033,"Borden County, TX",2019,404,394,10,2.5,48033
48,033,"Borden County, TX",2018,343,332,11,3.2,48033
48,033,"Borden County, TX",2017,323,311,12,3.7,48033
48,033,"Borden County, TX",2016,366,353,13,3.6,48033
48,033,"Borden County, TX",2015,412,400,12,2.9,48033
48,033,"Borden County, TX",2014,423,410,13,3.1,48033
48,033,"Borden County, TX",2013,416,399,17,4.1,48033
48,033,"Borden County, TX",2012,417,400,17,4.1,48033
48,033,"Borden County, TX",2011,388,367,21,5.4,48033
48,033,"Borden County, TX",2010,359,335,24,6.7,48033
48,033,"Borden County, TX",2009,425,402,23,5.4,48033
48,033,"Borden County, TX",2008,397,384,13,3.3,48033
48,033,"Borden County, TX",2007,372,357,15,4,48033
48,033,"Borden County, TX",2006,407,388,19,4.7,48033
48,033,"Borden County, TX",2005,459,441,18,3.9,48033
48,033,"Borden County, TX",2004,510,490,20,3.9,48033
48,033,"Borden County, TX",2003,526,503,23,4.4,48033
48,033,"Borden County, TX",2002,438,421,17,3.9,48033
48,033,"Borden County, TX",2001,441,427,14,3.2,48033
48,033,"Borden County, TX",2000,423,396,27,6.4,48033
48,033,"Borden County, TX",1999,394,385,9,2.3,48033
48,033,"Borden County, TX",1998,406,398,8,2,48033
48,033,"Borden County, TX",1997,392,385,7,1.8,48033
48,033,"Borden County, TX",1996,391,384,7,1.8,48033
48,033,"Borden County, TX",1995,406,395,11,2.7,48033
48,033,"Borden County, TX",1994,408,387,21,5.1,48033
48,033,"Borden County, TX",1993,402,390,12,3,48033
48,033,"Borden County, TX",1992,381,364,17,4.5,48033
48,033,"Borden County, TX",1991,395,375,20,5.1,48033
48,033,"Borden County, TX",1990,438,424,14,3.2,48033
