state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
29,049,"Clinton County, MO",2020,10564,9936,628,5.9,29049
29,049,"Clinton County, MO",2019,10592,10269,323,3,29049
29,049,"Clinton County, MO",2018,10667,10322,345,3.2,29049
29,049,"Clinton County, MO",2017,10872,10437,435,4,29049
29,049,"Clinton County, MO",2016,10999,10536,463,4.2,29049
29,049,"Clinton County, MO",2015,10925,10384,541,5,29049
29,049,"Clinton County, MO",2014,10647,10019,628,5.9,29049
29,049,"Clinton County, MO",2013,10721,10005,716,6.7,29049
29,049,"Clinton County, MO",2012,10780,10000,780,7.2,29049
29,049,"Clinton County, MO",2011,10977,9983,994,9.1,29049
29,049,"Clinton County, MO",2010,11020,9967,1053,9.6,29049
29,049,"Clinton County, MO",2009,10160,9188,972,9.6,29049
29,049,"Clinton County, MO",2008,10474,9848,626,6,29049
29,049,"Clinton County, MO",2007,10474,9935,539,5.1,29049
29,049,"Clinton County, MO",2006,10301,9791,510,5,29049
29,049,"Clinton County, MO",2005,10335,9769,566,5.5,29049
29,049,"Clinton County, MO",2004,10353,9742,611,5.9,29049
29,049,"Clinton County, MO",2003,10129,9582,547,5.4,29049
29,049,"Clinton County, MO",2002,9995,9484,511,5.1,29049
29,049,"Clinton County, MO",2001,10034,9649,385,3.8,29049
29,049,"Clinton County, MO",2000,9982,9687,295,3,29049
29,049,"Clinton County, MO",1999,10012,9723,289,2.9,29049
29,049,"Clinton County, MO",1998,9821,9462,359,3.7,29049
29,049,"Clinton County, MO",1997,9563,9149,414,4.3,29049
29,049,"Clinton County, MO",1996,9268,8895,373,4,29049
29,049,"Clinton County, MO",1995,9068,8675,393,4.3,29049
29,049,"Clinton County, MO",1994,8676,8255,421,4.9,29049
29,049,"Clinton County, MO",1993,8405,7985,420,5,29049
29,049,"Clinton County, MO",1992,8297,7841,456,5.5,29049
29,049,"Clinton County, MO",1991,8182,7757,425,5.2,29049
29,049,"Clinton County, MO",1990,8083,7672,411,5.1,29049
