fips_code,area,period,qtrly_estabs,avg_wkly_wage
30011,"Carter County, MT",2014-1,49,476
30011,"Carter County, MT",2014-1,8,750
30011,"Carter County, MT",2014-1,1,0
30011,"Carter County, MT",2014-1,5,0
30011,"Carter County, MT",2014-1,35,486
30011,"Carter County, MT",2014-2,48,506
30011,"Carter County, MT",2014-2,7,611
30011,"Carter County, MT",2014-2,1,0
30011,"Carter County, MT",2014-2,5,0
30011,"Carter County, MT",2014-2,35,516
30011,"Carter County, MT",2014-3,46,502
30011,"Carter County, MT",2014-3,6,732
30011,"Carter County, MT",2014-3,1,0
30011,"Carter County, MT",2014-3,5,0
30011,"Carter County, MT",2014-3,34,522
30011,"Carter County, MT",2014-4,47,489
30011,"Carter County, MT",2014-4,6,657
30011,"Carter County, MT",2014-4,1,0
30011,"Carter County, MT",2014-4,5,0
30011,"Carter County, MT",2014-4,35,516
30011,"Carter County, MT",2015-1,42,529
30011,"Carter County, MT",2015-1,6,926
30011,"Carter County, MT",2015-1,2,0
30011,"Carter County, MT",2015-1,5,0
30011,"Carter County, MT",2015-1,29,520
30011,"Carter County, MT",2015-2,44,570
30011,"Carter County, MT",2015-2,6,750
30011,"Carter County, MT",2015-2,2,0
30011,"Carter County, MT",2015-2,5,0
30011,"Carter County, MT",2015-2,31,526
30011,"Carter County, MT",2015-3,44,592
30011,"Carter County, MT",2015-3,6,938
30011,"Carter County, MT",2015-3,2,0
30011,"Carter County, MT",2015-3,5,0
30011,"Carter County, MT",2015-3,31,604
30011,"Carter County, MT",2015-4,44,542
30011,"Carter County, MT",2015-4,6,795
30011,"Carter County, MT",2015-4,2,0
30011,"Carter County, MT",2015-4,5,0
30011,"Carter County, MT",2015-4,31,543
30011,"Carter County, MT",2016-1,45,548
30011,"Carter County, MT",2016-1,6,757
30011,"Carter County, MT",2016-1,2,0
30011,"Carter County, MT",2016-1,5,0
30011,"Carter County, MT",2016-1,32,542
30011,"Carter County, MT",2016-2,45,589
30011,"Carter County, MT",2016-2,6,712
30011,"Carter County, MT",2016-2,2,0
30011,"Carter County, MT",2016-2,5,0
30011,"Carter County, MT",2016-2,32,562
30011,"Carter County, MT",2016-3,47,608
30011,"Carter County, MT",2016-3,6,887
30011,"Carter County, MT",2016-3,2,0
30011,"Carter County, MT",2016-3,5,0
30011,"Carter County, MT",2016-3,34,653
30011,"Carter County, MT",2016-4,48,552
30011,"Carter County, MT",2016-4,6,942
30011,"Carter County, MT",2016-4,2,0
30011,"Carter County, MT",2016-4,5,0
30011,"Carter County, MT",2016-4,35,571
30011,"Carter County, MT",2017-1,49,562
30011,"Carter County, MT",2017-1,6,923
30011,"Carter County, MT",2017-1,2,0
30011,"Carter County, MT",2017-1,5,0
30011,"Carter County, MT",2017-1,36,559
30011,"Carter County, MT",2017-2,49,602
30011,"Carter County, MT",2017-2,6,910
30011,"Carter County, MT",2017-2,2,0
30011,"Carter County, MT",2017-2,5,0
30011,"Carter County, MT",2017-2,36,577
30011,"Carter County, MT",2017-3,50,619
30011,"Carter County, MT",2017-3,6,838
30011,"Carter County, MT",2017-3,2,0
30011,"Carter County, MT",2017-3,5,0
30011,"Carter County, MT",2017-3,37,656
30011,"Carter County, MT",2017-4,52,606
30011,"Carter County, MT",2017-4,6,799
30011,"Carter County, MT",2017-4,2,0
30011,"Carter County, MT",2017-4,5,0
30011,"Carter County, MT",2017-4,39,660
30011,"Carter County, MT",2018-1,52,648
30011,"Carter County, MT",2018-1,6,912
30011,"Carter County, MT",2018-1,2,0
30011,"Carter County, MT",2018-1,5,0
30011,"Carter County, MT",2018-1,39,695
30011,"Carter County, MT",2018-2,52,605
30011,"Carter County, MT",2018-2,6,787
30011,"Carter County, MT",2018-2,2,0
30011,"Carter County, MT",2018-2,5,0
30011,"Carter County, MT",2018-2,39,627
30011,"Carter County, MT",2018-3,53,656
30011,"Carter County, MT",2018-3,6,1032
30011,"Carter County, MT",2018-3,2,0
30011,"Carter County, MT",2018-3,5,0
30011,"Carter County, MT",2018-3,40,723
30011,"Carter County, MT",2018-4,52,652
30011,"Carter County, MT",2018-4,6,806
30011,"Carter County, MT",2018-4,2,0
30011,"Carter County, MT",2018-4,5,0
30011,"Carter County, MT",2018-4,39,780
30011,"Carter County, MT",2019-1,49,648
30011,"Carter County, MT",2019-1,6,744
30011,"Carter County, MT",2019-1,2,0
30011,"Carter County, MT",2019-1,5,0
30011,"Carter County, MT",2019-1,36,739
30011,"Carter County, MT",2019-2,49,684
30011,"Carter County, MT",2019-2,6,730
30011,"Carter County, MT",2019-2,2,0
30011,"Carter County, MT",2019-2,5,0
30011,"Carter County, MT",2019-2,36,721
30011,"Carter County, MT",2019-3,50,675
30011,"Carter County, MT",2019-3,6,926
30011,"Carter County, MT",2019-3,2,0
30011,"Carter County, MT",2019-3,5,0
30011,"Carter County, MT",2019-3,37,764
30011,"Carter County, MT",2019-4,52,680
30011,"Carter County, MT",2019-4,6,946
30011,"Carter County, MT",2019-4,2,0
30011,"Carter County, MT",2019-4,5,0
30011,"Carter County, MT",2019-4,39,762
30011,"Carter County, MT",2020-1,50,618
30011,"Carter County, MT",2020-1,6,706
30011,"Carter County, MT",2020-1,1,0
30011,"Carter County, MT",2020-1,5,0
30011,"Carter County, MT",2020-1,38,678
30011,"Carter County, MT",2020-2,51,790
30011,"Carter County, MT",2020-2,6,876
30011,"Carter County, MT",2020-2,0,0
30011,"Carter County, MT",2020-2,5,720
30011,"Carter County, MT",2020-2,40,831
30011,"Carter County, MT",2020-3,52,756
30011,"Carter County, MT",2020-3,7,916
30011,"Carter County, MT",2020-3,0,0
30011,"Carter County, MT",2020-3,5,545
30011,"Carter County, MT",2020-3,40,870
