state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
08,009,"Baca County, CO",2020,2132,2082,50,2.2999999999999998,08009
08,009,"Baca County, CO",2019,2156,2121,35,1.6,08009
08,009,"Baca County, CO",2018,2166,2129,37,1.7,08009
08,009,"Baca County, CO",2017,2118,2086,32,1.5,08009
08,009,"Baca County, CO",2016,2093,2059,34,1.6,08009
08,009,"Baca County, CO",2015,1971,1932,39,2,08009
08,009,"Baca County, CO",2014,1925,1872,53,2.8,08009
08,009,"Baca County, CO",2013,1895,1818,77,4.1,08009
08,009,"Baca County, CO",2012,2008,1916,92,4.6,08009
08,009,"Baca County, CO",2011,2061,1958,103,5,08009
08,009,"Baca County, CO",2010,2074,1967,107,5.2,08009
08,009,"Baca County, CO",2009,2591,2489,102,3.9,08009
08,009,"Baca County, CO",2008,2256,2179,77,3.4,08009
08,009,"Baca County, CO",2007,2420,2360,60,2.5,08009
08,009,"Baca County, CO",2006,2439,2365,74,3,08009
08,009,"Baca County, CO",2005,2275,2187,88,3.9,08009
08,009,"Baca County, CO",2004,2364,2278,86,3.6,08009
08,009,"Baca County, CO",2003,2376,2287,89,3.7,08009
08,009,"Baca County, CO",2002,2544,2458,86,3.4,08009
08,009,"Baca County, CO",2001,2449,2376,73,3,08009
08,009,"Baca County, CO",2000,2105,2044,61,2.9,08009
08,009,"Baca County, CO",1999,2382,2322,60,2.5,08009
08,009,"Baca County, CO",1998,2449,2399,50,2,08009
08,009,"Baca County, CO",1997,2373,2335,38,1.6,08009
08,009,"Baca County, CO",1996,2277,2229,48,2.1,08009
08,009,"Baca County, CO",1995,2227,2172,55,2.5,08009
08,009,"Baca County, CO",1994,2054,2002,52,2.5,08009
08,009,"Baca County, CO",1993,2085,2029,56,2.7,08009
08,009,"Baca County, CO",1992,2051,1979,72,3.5,08009
08,009,"Baca County, CO",1991,2028,1960,68,3.4,08009
08,009,"Baca County, CO",1990,2034,1996,38,1.9,08009
