state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
36,049,"Lewis County, NY",2020,11389,10515,874,7.7,36049
36,049,"Lewis County, NY",2019,11540,10926,614,5.3,36049
36,049,"Lewis County, NY",2018,11607,10963,644,5.5,36049
36,049,"Lewis County, NY",2017,11587,10821,766,6.6,36049
36,049,"Lewis County, NY",2016,11752,10949,803,6.8,36049
36,049,"Lewis County, NY",2015,11749,10930,819,7,36049
36,049,"Lewis County, NY",2014,11853,10915,938,7.9,36049
36,049,"Lewis County, NY",2013,12239,11052,1187,9.7,36049
36,049,"Lewis County, NY",2012,12254,11013,1241,10.1,36049
36,049,"Lewis County, NY",2011,12413,11206,1207,9.7,36049
36,049,"Lewis County, NY",2010,12772,11582,1190,9.3,36049
36,049,"Lewis County, NY",2009,12760,11623,1137,8.9,36049
36,049,"Lewis County, NY",2008,12537,11712,825,6.6,36049
36,049,"Lewis County, NY",2007,12460,11795,665,5.3,36049
36,049,"Lewis County, NY",2006,13047,12339,708,5.4,36049
36,049,"Lewis County, NY",2005,12723,11962,761,6,36049
36,049,"Lewis County, NY",2004,12524,11693,831,6.6,36049
36,049,"Lewis County, NY",2003,12430,11621,809,6.5,36049
36,049,"Lewis County, NY",2002,12631,11832,799,6.3,36049
36,049,"Lewis County, NY",2001,12499,11735,764,6.1,36049
36,049,"Lewis County, NY",2000,12669,12018,651,5.1,36049
36,049,"Lewis County, NY",1999,12341,11257,1084,8.8,36049
36,049,"Lewis County, NY",1998,12213,11165,1048,8.6,36049
36,049,"Lewis County, NY",1997,12729,11726,1003,7.9,36049
36,049,"Lewis County, NY",1996,12488,11508,980,7.8,36049
36,049,"Lewis County, NY",1995,12575,11532,1043,8.3,36049
36,049,"Lewis County, NY",1994,12495,11344,1151,9.2,36049
36,049,"Lewis County, NY",1993,12545,11261,1284,10.2,36049
36,049,"Lewis County, NY",1992,12718,11299,1419,11.2,36049
36,049,"Lewis County, NY",1991,13094,11884,1210,9.2,36049
36,049,"Lewis County, NY",1990,12348,11473,875,7.1,36049
