state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
16,053,"Jerome County, ID",2020,12198,11711,487,4,16053
16,053,"Jerome County, ID",2019,12216,11915,301,2.5,16053
16,053,"Jerome County, ID",2018,11951,11652,299,2.5,16053
16,053,"Jerome County, ID",2017,11639,11315,324,2.8,16053
16,053,"Jerome County, ID",2016,11344,10998,346,3.1,16053
16,053,"Jerome County, ID",2015,11347,10999,348,3.1,16053
16,053,"Jerome County, ID",2014,11139,10738,401,3.6,16053
16,053,"Jerome County, ID",2013,10913,10263,650,6,16053
16,053,"Jerome County, ID",2012,10914,10191,723,6.6,16053
16,053,"Jerome County, ID",2011,11012,10200,812,7.4,16053
16,053,"Jerome County, ID",2010,11016,10155,861,7.8,16053
16,053,"Jerome County, ID",2009,10539,9791,748,7.1,16053
16,053,"Jerome County, ID",2008,10028,9610,418,4.2,16053
16,053,"Jerome County, ID",2007,9838,9558,280,2.8,16053
16,053,"Jerome County, ID",2006,10164,9833,331,3.3,16053
16,053,"Jerome County, ID",2005,9926,9564,362,3.6,16053
16,053,"Jerome County, ID",2004,9760,9321,439,4.5,16053
16,053,"Jerome County, ID",2003,9550,9104,446,4.7,16053
16,053,"Jerome County, ID",2002,9617,9192,425,4.4,16053
16,053,"Jerome County, ID",2001,9324,8936,388,4.2,16053
16,053,"Jerome County, ID",2000,9153,8756,397,4.3,16053
16,053,"Jerome County, ID",1999,8968,8576,392,4.4,16053
16,053,"Jerome County, ID",1998,9049,8625,424,4.7,16053
16,053,"Jerome County, ID",1997,8739,8333,406,4.6,16053
16,053,"Jerome County, ID",1996,9006,8608,398,4.4,16053
16,053,"Jerome County, ID",1995,8854,8434,420,4.7,16053
16,053,"Jerome County, ID",1994,8506,8076,430,5.1,16053
16,053,"Jerome County, ID",1993,7276,6810,466,6.4,16053
16,053,"Jerome County, ID",1992,7364,6879,485,6.6,16053
16,053,"Jerome County, ID",1991,7164,6755,409,5.7,16053
16,053,"Jerome County, ID",1990,6974,6649,325,4.7,16053
