fips_code,area,period,qtrly_estabs,avg_wkly_wage
37009,"Ashe County, NC",2014-1,625,592
37009,"Ashe County, NC",2014-1,13,906
37009,"Ashe County, NC",2014-1,10,689
37009,"Ashe County, NC",2014-1,16,622
37009,"Ashe County, NC",2014-1,586,580
37009,"Ashe County, NC",2014-2,622,590
37009,"Ashe County, NC",2014-2,12,808
37009,"Ashe County, NC",2014-2,10,610
37009,"Ashe County, NC",2014-2,16,511
37009,"Ashe County, NC",2014-2,584,600
37009,"Ashe County, NC",2014-3,618,597
37009,"Ashe County, NC",2014-3,12,921
37009,"Ashe County, NC",2014-3,10,679
37009,"Ashe County, NC",2014-3,16,682
37009,"Ashe County, NC",2014-3,580,580
37009,"Ashe County, NC",2014-4,612,655
37009,"Ashe County, NC",2014-4,12,832
37009,"Ashe County, NC",2014-4,11,665
37009,"Ashe County, NC",2014-4,16,667
37009,"Ashe County, NC",2014-4,573,652
37009,"Ashe County, NC",2015-1,603,597
37009,"Ashe County, NC",2015-1,13,937
37009,"Ashe County, NC",2015-1,11,706
37009,"Ashe County, NC",2015-1,16,648
37009,"Ashe County, NC",2015-1,563,580
37009,"Ashe County, NC",2015-2,607,590
37009,"Ashe County, NC",2015-2,13,779
37009,"Ashe County, NC",2015-2,11,647
37009,"Ashe County, NC",2015-2,16,592
37009,"Ashe County, NC",2015-2,567,585
37009,"Ashe County, NC",2015-3,596,603
37009,"Ashe County, NC",2015-3,13,974
37009,"Ashe County, NC",2015-3,11,696
37009,"Ashe County, NC",2015-3,16,829
37009,"Ashe County, NC",2015-3,556,572
37009,"Ashe County, NC",2015-4,605,671
37009,"Ashe County, NC",2015-4,13,881
37009,"Ashe County, NC",2015-4,11,661
37009,"Ashe County, NC",2015-4,16,713
37009,"Ashe County, NC",2015-4,565,662
37009,"Ashe County, NC",2016-1,616,618
37009,"Ashe County, NC",2016-1,13,822
37009,"Ashe County, NC",2016-1,11,670
37009,"Ashe County, NC",2016-1,16,657
37009,"Ashe County, NC",2016-1,576,607
37009,"Ashe County, NC",2016-2,614,601
37009,"Ashe County, NC",2016-2,13,793
37009,"Ashe County, NC",2016-2,11,634
37009,"Ashe County, NC",2016-2,16,620
37009,"Ashe County, NC",2016-2,574,595
37009,"Ashe County, NC",2016-3,612,629
37009,"Ashe County, NC",2016-3,13,931
37009,"Ashe County, NC",2016-3,12,672
37009,"Ashe County, NC",2016-3,16,719
37009,"Ashe County, NC",2016-3,571,613
37009,"Ashe County, NC",2016-4,615,677
37009,"Ashe County, NC",2016-4,13,888
37009,"Ashe County, NC",2016-4,12,687
37009,"Ashe County, NC",2016-4,16,714
37009,"Ashe County, NC",2016-4,574,669
37009,"Ashe County, NC",2017-1,617,664
37009,"Ashe County, NC",2017-1,13,815
37009,"Ashe County, NC",2017-1,12,650
37009,"Ashe County, NC",2017-1,16,687
37009,"Ashe County, NC",2017-1,576,658
37009,"Ashe County, NC",2017-2,632,618
37009,"Ashe County, NC",2017-2,13,915
37009,"Ashe County, NC",2017-2,12,648
37009,"Ashe County, NC",2017-2,16,635
37009,"Ashe County, NC",2017-2,591,612
37009,"Ashe County, NC",2017-3,636,648
37009,"Ashe County, NC",2017-3,13,832
37009,"Ashe County, NC",2017-3,12,678
37009,"Ashe County, NC",2017-3,17,719
37009,"Ashe County, NC",2017-3,594,636
37009,"Ashe County, NC",2017-4,646,712
37009,"Ashe County, NC",2017-4,13,977
37009,"Ashe County, NC",2017-4,12,689
37009,"Ashe County, NC",2017-4,17,729
37009,"Ashe County, NC",2017-4,604,708
37009,"Ashe County, NC",2018-1,654,694
37009,"Ashe County, NC",2018-1,13,848
37009,"Ashe County, NC",2018-1,12,655
37009,"Ashe County, NC",2018-1,17,710
37009,"Ashe County, NC",2018-1,612,690
37009,"Ashe County, NC",2018-2,653,640
37009,"Ashe County, NC",2018-2,13,910
37009,"Ashe County, NC",2018-2,12,700
37009,"Ashe County, NC",2018-2,17,651
37009,"Ashe County, NC",2018-2,611,634
37009,"Ashe County, NC",2018-3,643,656
37009,"Ashe County, NC",2018-3,13,846
37009,"Ashe County, NC",2018-3,12,691
37009,"Ashe County, NC",2018-3,18,753
37009,"Ashe County, NC",2018-3,600,641
37009,"Ashe County, NC",2018-4,655,710
37009,"Ashe County, NC",2018-4,13,1017
37009,"Ashe County, NC",2018-4,12,746
37009,"Ashe County, NC",2018-4,18,770
