state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
13,129,"Gordon County, GA",2020,28062,26531,1531,5.5,13129
13,129,"Gordon County, GA",2019,28488,27498,990,3.5,13129
13,129,"Gordon County, GA",2018,27566,26485,1081,3.9,13129
13,129,"Gordon County, GA",2017,26919,25663,1256,4.7,13129
13,129,"Gordon County, GA",2016,25300,23865,1435,5.7,13129
13,129,"Gordon County, GA",2015,25856,24302,1554,6,13129
13,129,"Gordon County, GA",2014,26035,24131,1904,7.3,13129
13,129,"Gordon County, GA",2013,26160,23859,2301,8.8,13129
13,129,"Gordon County, GA",2012,26748,24167,2581,9.6,13129
13,129,"Gordon County, GA",2011,26207,23174,3033,11.6,13129
13,129,"Gordon County, GA",2010,26145,22777,3368,12.9,13129
13,129,"Gordon County, GA",2009,25563,22092,3471,13.6,13129
13,129,"Gordon County, GA",2008,26582,24452,2130,8,13129
13,129,"Gordon County, GA",2007,26832,25463,1369,5.1,13129
13,129,"Gordon County, GA",2006,27084,25809,1275,4.7,13129
13,129,"Gordon County, GA",2005,26717,25334,1383,5.2,13129
13,129,"Gordon County, GA",2004,25585,24355,1230,4.8,13129
13,129,"Gordon County, GA",2003,25015,23757,1258,5,13129
13,129,"Gordon County, GA",2002,24337,23030,1307,5.4,13129
13,129,"Gordon County, GA",2001,23763,22505,1258,5.3,13129
13,129,"Gordon County, GA",2000,24190,23380,810,3.3,13129
13,129,"Gordon County, GA",1999,22507,21404,1103,4.9,13129
13,129,"Gordon County, GA",1998,21372,20407,965,4.5,13129
13,129,"Gordon County, GA",1997,21661,20462,1199,5.5,13129
13,129,"Gordon County, GA",1996,20972,19852,1120,5.3,13129
13,129,"Gordon County, GA",1995,20992,19734,1258,6,13129
13,129,"Gordon County, GA",1994,20570,19427,1143,5.6,13129
13,129,"Gordon County, GA",1993,19930,18636,1294,6.5,13129
13,129,"Gordon County, GA",1992,19482,17958,1524,7.8,13129
13,129,"Gordon County, GA",1991,18582,17222,1360,7.3,13129
13,129,"Gordon County, GA",1990,18971,17529,1442,7.6,13129
