state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
51,029,"Buckingham County, VA",2020,6317,5850,467,7.4,51029
51,029,"Buckingham County, VA",2019,6561,6300,261,4,51029
51,029,"Buckingham County, VA",2018,6339,6060,279,4.4,51029
51,029,"Buckingham County, VA",2017,6348,6010,338,5.3,51029
51,029,"Buckingham County, VA",2016,6273,5939,334,5.3,51029
51,029,"Buckingham County, VA",2015,6317,5948,369,5.8,51029
51,029,"Buckingham County, VA",2014,6322,5900,422,6.7,51029
51,029,"Buckingham County, VA",2013,6406,5910,496,7.7,51029
51,029,"Buckingham County, VA",2012,6460,5920,540,8.4,51029
51,029,"Buckingham County, VA",2011,6583,5955,628,9.5,51029
51,029,"Buckingham County, VA",2010,6583,5866,717,10.9,51029
51,029,"Buckingham County, VA",2009,7407,6794,613,8.3,51029
51,029,"Buckingham County, VA",2008,7264,6880,384,5.3,51029
51,029,"Buckingham County, VA",2007,7005,6743,262,3.7,51029
51,029,"Buckingham County, VA",2006,6834,6569,265,3.9,51029
51,029,"Buckingham County, VA",2005,6804,6485,319,4.7,51029
51,029,"Buckingham County, VA",2004,6702,6391,311,4.6,51029
51,029,"Buckingham County, VA",2003,6459,6162,297,4.6,51029
51,029,"Buckingham County, VA",2002,6251,6000,251,4,51029
51,029,"Buckingham County, VA",2001,6223,6004,219,3.5,51029
51,029,"Buckingham County, VA",2000,6145,5950,195,3.2,51029
51,029,"Buckingham County, VA",1999,6028,5784,244,4,51029
51,029,"Buckingham County, VA",1998,6195,5886,309,5,51029
51,029,"Buckingham County, VA",1997,6315,5955,360,5.7,51029
51,029,"Buckingham County, VA",1996,6277,5966,311,5,51029
51,029,"Buckingham County, VA",1995,6290,5981,309,4.9,51029
51,029,"Buckingham County, VA",1994,6073,5792,281,4.6,51029
51,029,"Buckingham County, VA",1993,5733,5406,327,5.7,51029
51,029,"Buckingham County, VA",1992,5712,5313,399,7,51029
51,029,"Buckingham County, VA",1991,5800,5350,450,7.8,51029
51,029,"Buckingham County, VA",1990,5524,5226,298,5.4,51029
