state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
48,487,"Wilbarger County, TX",2020,4949,4659,290,5.9,48487
48,487,"Wilbarger County, TX",2019,4952,4776,176,3.6,48487
48,487,"Wilbarger County, TX",2018,4976,4768,208,4.2,48487
48,487,"Wilbarger County, TX",2017,4961,4728,233,4.7,48487
48,487,"Wilbarger County, TX",2016,5050,4812,238,4.7,48487
48,487,"Wilbarger County, TX",2015,5112,4863,249,4.9,48487
48,487,"Wilbarger County, TX",2014,5287,5024,263,5,48487
48,487,"Wilbarger County, TX",2013,5767,5431,336,5.8,48487
48,487,"Wilbarger County, TX",2012,5910,5556,354,6,48487
48,487,"Wilbarger County, TX",2011,6036,5584,452,7.5,48487
48,487,"Wilbarger County, TX",2010,6149,5663,486,7.9,48487
48,487,"Wilbarger County, TX",2009,7896,7527,369,4.7,48487
48,487,"Wilbarger County, TX",2008,7594,7324,270,3.6,48487
48,487,"Wilbarger County, TX",2007,7665,7402,263,3.4,48487
48,487,"Wilbarger County, TX",2006,7872,7586,286,3.6,48487
48,487,"Wilbarger County, TX",2005,7548,7254,294,3.9,48487
48,487,"Wilbarger County, TX",2004,7410,7087,323,4.4,48487
48,487,"Wilbarger County, TX",2003,7537,7161,376,5,48487
48,487,"Wilbarger County, TX",2002,7422,7077,345,4.6,48487
48,487,"Wilbarger County, TX",2001,7338,7065,273,3.7,48487
48,487,"Wilbarger County, TX",2000,7242,6966,276,3.8,48487
48,487,"Wilbarger County, TX",1999,7440,7251,189,2.5,48487
48,487,"Wilbarger County, TX",1998,7249,7008,241,3.3,48487
48,487,"Wilbarger County, TX",1997,7111,6853,258,3.6,48487
48,487,"Wilbarger County, TX",1996,7133,6805,328,4.6,48487
48,487,"Wilbarger County, TX",1995,7215,6951,264,3.7,48487
48,487,"Wilbarger County, TX",1994,7219,6926,293,4.1,48487
48,487,"Wilbarger County, TX",1993,7261,6992,269,3.7,48487
48,487,"Wilbarger County, TX",1992,7317,6948,369,5,48487
48,487,"Wilbarger County, TX",1991,7190,6772,418,5.8,48487
48,487,"Wilbarger County, TX",1990,7138,6836,302,4.2,48487
