state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
28,055,"Issaquena County, MS",2020,338,307,31,9.1999999999999993,28055
28,055,"Issaquena County, MS",2019,364,319,45,12.4,28055
28,055,"Issaquena County, MS",2018,370,336,34,9.2,28055
28,055,"Issaquena County, MS",2017,392,344,48,12.2,28055
28,055,"Issaquena County, MS",2016,400,343,57,14.3,28055
28,055,"Issaquena County, MS",2015,418,346,72,17.2,28055
28,055,"Issaquena County, MS",2014,426,351,75,17.6,28055
28,055,"Issaquena County, MS",2013,446,355,91,20.4,28055
28,055,"Issaquena County, MS",2012,475,393,82,17.3,28055
28,055,"Issaquena County, MS",2011,516,414,102,19.8,28055
28,055,"Issaquena County, MS",2010,524,442,82,15.6,28055
28,055,"Issaquena County, MS",2009,661,586,75,11.3,28055
28,055,"Issaquena County, MS",2008,680,621,59,8.7,28055
28,055,"Issaquena County, MS",2007,701,647,54,7.7,28055
28,055,"Issaquena County, MS",2006,722,655,67,9.3000000000000007,28055
28,055,"Issaquena County, MS",2005,766,676,90,11.7,28055
28,055,"Issaquena County, MS",2004,803,721,82,10.2,28055
28,055,"Issaquena County, MS",2003,845,756,89,10.5,28055
28,055,"Issaquena County, MS",2002,837,743,94,11.2,28055
28,055,"Issaquena County, MS",2001,853,755,98,11.5,28055
28,055,"Issaquena County, MS",2000,844,759,85,10.1,28055
28,055,"Issaquena County, MS",1999,646,550,96,14.9,28055
28,055,"Issaquena County, MS",1998,675,586,89,13.2,28055
28,055,"Issaquena County, MS",1997,692,592,100,14.5,28055
28,055,"Issaquena County, MS",1996,719,590,129,17.9,28055
28,055,"Issaquena County, MS",1995,776,651,125,16.1,28055
28,055,"Issaquena County, MS",1994,849,723,126,14.8,28055
28,055,"Issaquena County, MS",1993,880,761,119,13.5,28055
28,055,"Issaquena County, MS",1992,883,769,114,12.9,28055
28,055,"Issaquena County, MS",1991,863,747,116,13.4,28055
28,055,"Issaquena County, MS",1990,846,745,101,11.9,28055
