fips_code,area,period,qtrly_estabs,avg_wkly_wage
48443,"Terrell County, TX",2014-1,51,835
48443,"Terrell County, TX",2014-2,55,877
48443,"Terrell County, TX",2014-3,53,944
48443,"Terrell County, TX",2014-4,52,949
48443,"Terrell County, TX",2015-1,50,1155
48443,"Terrell County, TX",2015-2,48,953
48443,"Terrell County, TX",2015-3,49,1060
48443,"Terrell County, TX",2015-4,50,1074
48443,"Terrell County, TX",2016-1,51,812
48443,"Terrell County, TX",2016-2,50,771
48443,"Terrell County, TX",2016-3,50,834
48443,"Terrell County, TX",2016-4,48,777
48443,"Terrell County, TX",2017-1,49,827
48443,"Terrell County, TX",2017-2,50,772
48443,"Terrell County, TX",2017-3,51,826
48443,"Terrell County, TX",2017-4,53,773
48443,"Terrell County, TX",2018-1,50,834
48443,"Terrell County, TX",2018-2,49,757
48443,"Terrell County, TX",2018-3,50,816
48443,"Terrell County, TX",2018-4,50,832
48443,"Terrell County, TX",2019-1,50,796
48443,"Terrell County, TX",2019-2,52,740
48443,"Terrell County, TX",2019-3,50,832
48443,"Terrell County, TX",2019-4,49,865
48443,"Terrell County, TX",2020-1,48,759
48443,"Terrell County, TX",2020-2,46,880
48443,"Terrell County, TX",2020-3,45,886
