state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
21,103,"Henry County, KY",2020,8071,7611,460,5.7,21103
21,103,"Henry County, KY",2019,8266,7973,293,3.5,21103
21,103,"Henry County, KY",2018,8214,7907,307,3.7,21103
21,103,"Henry County, KY",2017,8123,7797,326,4,21103
21,103,"Henry County, KY",2016,7927,7606,321,4,21103
21,103,"Henry County, KY",2015,7660,7309,351,4.6,21103
21,103,"Henry County, KY",2014,7643,7206,437,5.7,21103
21,103,"Henry County, KY",2013,7764,7209,555,7.1,21103
21,103,"Henry County, KY",2012,7703,7138,565,7.3,21103
21,103,"Henry County, KY",2011,7770,7090,680,8.8,21103
21,103,"Henry County, KY",2010,7873,7090,783,9.9,21103
21,103,"Henry County, KY",2009,8000,7124,876,11,21103
21,103,"Henry County, KY",2008,7795,7305,490,6.3,21103
21,103,"Henry County, KY",2007,7832,7419,413,5.3,21103
21,103,"Henry County, KY",2006,8029,7573,456,5.7,21103
21,103,"Henry County, KY",2005,7871,7423,448,5.7,21103
21,103,"Henry County, KY",2004,7762,7385,377,4.9,21103
21,103,"Henry County, KY",2003,7637,7232,405,5.3,21103
21,103,"Henry County, KY",2002,7515,7181,334,4.4,21103
21,103,"Henry County, KY",2001,7667,7333,334,4.4,21103
21,103,"Henry County, KY",2000,7780,7535,245,3.1,21103
21,103,"Henry County, KY",1999,7481,7216,265,3.5,21103
21,103,"Henry County, KY",1998,6810,6517,293,4.3,21103
21,103,"Henry County, KY",1997,7081,6833,248,3.5,21103
21,103,"Henry County, KY",1996,7216,6918,298,4.1,21103
21,103,"Henry County, KY",1995,7505,7181,324,4.3,21103
21,103,"Henry County, KY",1994,7626,7402,224,2.9,21103
21,103,"Henry County, KY",1993,7477,7177,300,4,21103
21,103,"Henry County, KY",1992,7070,6760,310,4.4,21103
21,103,"Henry County, KY",1991,7079,6753,326,4.6,21103
21,103,"Henry County, KY",1990,6567,6331,236,3.6,21103
