state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
27,147,"Steele County, MN",2020,20330,19218,1112,5.5,27147
27,147,"Steele County, MN",2019,21136,20482,654,3.1,27147
27,147,"Steele County, MN",2018,20385,19760,625,3.1,27147
27,147,"Steele County, MN",2017,20491,19803,688,3.4,27147
27,147,"Steele County, MN",2016,21176,20422,754,3.6,27147
27,147,"Steele County, MN",2015,21251,20526,725,3.4,27147
27,147,"Steele County, MN",2014,21349,20523,826,3.9,27147
27,147,"Steele County, MN",2013,21415,20423,992,4.6,27147
27,147,"Steele County, MN",2012,21595,20415,1180,5.5,27147
27,147,"Steele County, MN",2011,21165,19790,1375,6.5,27147
27,147,"Steele County, MN",2010,21080,19436,1644,7.8,27147
27,147,"Steele County, MN",2009,20746,18931,1815,8.7,27147
27,147,"Steele County, MN",2008,20720,19672,1048,5.1,27147
27,147,"Steele County, MN",2007,20347,19466,881,4.3,27147
27,147,"Steele County, MN",2006,20026,19222,804,4,27147
27,147,"Steele County, MN",2005,19676,18856,820,4.2,27147
27,147,"Steele County, MN",2004,19701,18808,893,4.5,27147
27,147,"Steele County, MN",2003,19556,18608,948,4.8,27147
27,147,"Steele County, MN",2002,19625,18752,873,4.4,27147
27,147,"Steele County, MN",2001,19678,18931,747,3.8,27147
27,147,"Steele County, MN",2000,19419,18873,546,2.8,27147
27,147,"Steele County, MN",1999,19571,19094,477,2.4,27147
27,147,"Steele County, MN",1998,19709,19249,460,2.3,27147
27,147,"Steele County, MN",1997,19134,18547,587,3.1,27147
27,147,"Steele County, MN",1996,18960,18298,662,3.5,27147
27,147,"Steele County, MN",1995,18371,17671,700,3.8,27147
27,147,"Steele County, MN",1994,18076,17413,663,3.7,27147
27,147,"Steele County, MN",1993,17505,16808,697,4,27147
27,147,"Steele County, MN",1992,16967,16184,783,4.6,27147
27,147,"Steele County, MN",1991,16864,16050,814,4.8,27147
27,147,"Steele County, MN",1990,16791,16211,580,3.5,27147
