state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
54,003,"Berkeley County, WV",2020,58337,54709,3628,6.2,54003
54,003,"Berkeley County, WV",2019,59163,57053,2110,3.6,54003
54,003,"Berkeley County, WV",2018,58008,55668,2340,4,54003
54,003,"Berkeley County, WV",2017,56463,54395,2068,3.7,54003
54,003,"Berkeley County, WV",2016,54260,52110,2150,4,54003
54,003,"Berkeley County, WV",2015,54578,51968,2610,4.8,54003
54,003,"Berkeley County, WV",2014,53053,50199,2854,5.4,54003
54,003,"Berkeley County, WV",2013,52621,49687,2934,5.6,54003
54,003,"Berkeley County, WV",2012,52283,48918,3365,6.4,54003
54,003,"Berkeley County, WV",2011,51171,47346,3825,7.5,54003
54,003,"Berkeley County, WV",2010,50958,46578,4380,8.6,54003
54,003,"Berkeley County, WV",2009,46436,42201,4235,9.1,54003
54,003,"Berkeley County, WV",2008,46105,43729,2376,5.2,54003
54,003,"Berkeley County, WV",2007,45592,43619,1973,4.3,54003
54,003,"Berkeley County, WV",2006,45218,43221,1997,4.4000000000000004,54003
54,003,"Berkeley County, WV",2005,43726,41882,1844,4.2,54003
54,003,"Berkeley County, WV",2004,41945,39991,1954,4.7,54003
54,003,"Berkeley County, WV",2003,40638,38587,2051,5,54003
54,003,"Berkeley County, WV",2002,40517,38437,2080,5.1,54003
54,003,"Berkeley County, WV",2001,39885,38253,1632,4.1,54003
54,003,"Berkeley County, WV",2000,39111,37671,1440,3.7,54003
54,003,"Berkeley County, WV",1999,34977,33722,1255,3.6,54003
54,003,"Berkeley County, WV",1998,34199,32865,1334,3.9,54003
54,003,"Berkeley County, WV",1997,32972,31444,1528,4.6,54003
54,003,"Berkeley County, WV",1996,32189,30418,1771,5.5,54003
54,003,"Berkeley County, WV",1995,32067,30134,1933,6,54003
54,003,"Berkeley County, WV",1994,31121,29211,1910,6.1,54003
54,003,"Berkeley County, WV",1993,30902,28512,2390,7.7,54003
54,003,"Berkeley County, WV",1992,30972,28032,2940,9.5,54003
54,003,"Berkeley County, WV",1991,30724,27713,3011,9.8,54003
54,003,"Berkeley County, WV",1990,29877,27933,1944,6.5,54003
