state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
20,035,"Cowley County, KS",2020,16807,15709,1098,6.5,20035
20,035,"Cowley County, KS",2019,16367,15821,546,3.3,20035
20,035,"Cowley County, KS",2018,16835,16272,563,3.3,20035
20,035,"Cowley County, KS",2017,16986,16344,642,3.8,20035
20,035,"Cowley County, KS",2016,16985,16236,749,4.4,20035
20,035,"Cowley County, KS",2015,17088,16307,781,4.6,20035
20,035,"Cowley County, KS",2014,17288,16493,795,4.6,20035
20,035,"Cowley County, KS",2013,17204,16204,1000,5.8,20035
20,035,"Cowley County, KS",2012,17281,16216,1065,6.2,20035
20,035,"Cowley County, KS",2011,17176,15989,1187,6.9,20035
20,035,"Cowley County, KS",2010,17254,15919,1335,7.7,20035
20,035,"Cowley County, KS",2009,18517,17225,1292,7,20035
20,035,"Cowley County, KS",2008,18066,17265,801,4.4,20035
20,035,"Cowley County, KS",2007,18235,17507,728,4,20035
20,035,"Cowley County, KS",2006,18160,17369,791,4.4000000000000004,20035
20,035,"Cowley County, KS",2005,17672,16690,982,5.6,20035
20,035,"Cowley County, KS",2004,18166,17056,1110,6.1,20035
20,035,"Cowley County, KS",2003,18422,17184,1238,6.7,20035
20,035,"Cowley County, KS",2002,18660,17425,1235,6.6,20035
20,035,"Cowley County, KS",2001,17877,17117,760,4.3,20035
20,035,"Cowley County, KS",2000,17534,16718,816,4.7,20035
20,035,"Cowley County, KS",1999,17471,16711,760,4.4,20035
20,035,"Cowley County, KS",1998,17736,16732,1004,5.7,20035
20,035,"Cowley County, KS",1997,18782,17878,904,4.8,20035
20,035,"Cowley County, KS",1996,18543,17701,842,4.5,20035
20,035,"Cowley County, KS",1995,18453,17471,982,5.3,20035
20,035,"Cowley County, KS",1994,18170,17144,1026,5.6,20035
20,035,"Cowley County, KS",1993,18554,17543,1011,5.4,20035
20,035,"Cowley County, KS",1992,18148,17155,993,5.5,20035
20,035,"Cowley County, KS",1991,17973,17078,895,5,20035
20,035,"Cowley County, KS",1990,17933,16820,1113,6.2,20035
