state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
17,171,"Scott County, IL",2020,2349,2194,155,6.6,17171
17,171,"Scott County, IL",2019,2514,2399,115,4.6,17171
17,171,"Scott County, IL",2018,2486,2358,128,5.1,17171
17,171,"Scott County, IL",2017,2458,2329,129,5.2,17171
17,171,"Scott County, IL",2016,2538,2394,144,5.7,17171
17,171,"Scott County, IL",2015,2556,2405,151,5.9,17171
17,171,"Scott County, IL",2014,2554,2376,178,7,17171
17,171,"Scott County, IL",2013,2598,2367,231,8.9,17171
17,171,"Scott County, IL",2012,2694,2458,236,8.8,17171
17,171,"Scott County, IL",2011,2843,2608,235,8.3,17171
17,171,"Scott County, IL",2010,2874,2622,252,8.8,17171
17,171,"Scott County, IL",2009,2702,2490,212,7.8,17171
17,171,"Scott County, IL",2008,2733,2568,165,6,17171
17,171,"Scott County, IL",2007,2779,2635,144,5.2,17171
17,171,"Scott County, IL",2006,2788,2643,145,5.2,17171
17,171,"Scott County, IL",2005,2809,2637,172,6.1,17171
17,171,"Scott County, IL",2004,2794,2609,185,6.6,17171
17,171,"Scott County, IL",2003,2852,2676,176,6.2,17171
17,171,"Scott County, IL",2002,2856,2696,160,5.6,17171
17,171,"Scott County, IL",2001,2880,2735,145,5,17171
17,171,"Scott County, IL",2000,2992,2853,139,4.6,17171
17,171,"Scott County, IL",1999,2968,2829,139,4.7,17171
17,171,"Scott County, IL",1998,2877,2738,139,4.8,17171
17,171,"Scott County, IL",1997,2796,2642,154,5.5,17171
17,171,"Scott County, IL",1996,2730,2565,165,6,17171
17,171,"Scott County, IL",1995,2755,2590,165,6,17171
17,171,"Scott County, IL",1994,2761,2625,136,4.9,17171
17,171,"Scott County, IL",1993,2848,2662,186,6.5,17171
17,171,"Scott County, IL",1992,2855,2635,220,7.7,17171
17,171,"Scott County, IL",1991,2876,2682,194,6.7,17171
17,171,"Scott County, IL",1990,2881,2714,167,5.8,17171
