state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
27,131,"Rice County, MN",2020,37193,35242,1951,5.2,27131
27,131,"Rice County, MN",2019,37182,36051,1131,3,27131
27,131,"Rice County, MN",2018,36758,35704,1054,2.9,27131
27,131,"Rice County, MN",2017,36455,35301,1154,3.2,27131
27,131,"Rice County, MN",2016,36083,34818,1265,3.5,27131
27,131,"Rice County, MN",2015,35507,34222,1285,3.6,27131
27,131,"Rice County, MN",2014,35186,33704,1482,4.2,27131
27,131,"Rice County, MN",2013,35028,33269,1759,5,27131
27,131,"Rice County, MN",2012,34904,32860,2044,5.9,27131
27,131,"Rice County, MN",2011,34848,32525,2323,6.7,27131
27,131,"Rice County, MN",2010,35007,32281,2726,7.8,27131
27,131,"Rice County, MN",2009,33522,30622,2900,8.7,27131
27,131,"Rice County, MN",2008,32609,30696,1913,5.9,27131
27,131,"Rice County, MN",2007,32056,30456,1600,5,27131
27,131,"Rice County, MN",2006,31730,30341,1389,4.4000000000000004,27131
27,131,"Rice County, MN",2005,31552,30117,1435,4.5,27131
27,131,"Rice County, MN",2004,32529,30999,1530,4.7,27131
27,131,"Rice County, MN",2003,33302,31729,1573,4.7,27131
27,131,"Rice County, MN",2002,33114,31635,1479,4.5,27131
27,131,"Rice County, MN",2001,32361,31207,1154,3.6,27131
27,131,"Rice County, MN",2000,31461,30514,947,3,27131
27,131,"Rice County, MN",1999,28416,27610,806,2.8,27131
27,131,"Rice County, MN",1998,28861,28035,826,2.9,27131
27,131,"Rice County, MN",1997,29015,28069,946,3.3,27131
27,131,"Rice County, MN",1996,28901,27774,1127,3.9,27131
27,131,"Rice County, MN",1995,28446,27298,1148,4,27131
27,131,"Rice County, MN",1994,28173,26849,1324,4.7,27131
27,131,"Rice County, MN",1993,27891,26475,1416,5.1,27131
27,131,"Rice County, MN",1992,27957,26411,1546,5.5,27131
27,131,"Rice County, MN",1991,27911,26446,1465,5.2,27131
27,131,"Rice County, MN",1990,27325,26136,1189,4.4,27131
