state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
08,031,"Denver County/city, CO",2020,423824,388924,34900,8.1999999999999993,08031
08,031,"Denver County/city, CO",2019,419794,408921,10873,2.6,08031
08,031,"Denver County/city, CO",2018,410392,398316,12076,2.9,08031
08,031,"Denver County/city, CO",2017,398075,387910,10165,2.6,08031
08,031,"Denver County/city, CO",2016,385108,373645,11463,3,08031
08,031,"Denver County/city, CO",2015,375631,362250,13381,3.6,08031
08,031,"Denver County/city, CO",2014,368663,351002,17661,4.8,08031
08,031,"Denver County/city, CO",2013,362629,338950,23679,6.5,08031
08,031,"Denver County/city, CO",2012,356577,328259,28318,7.9,08031
08,031,"Denver County/city, CO",2011,351436,320182,31254,8.9,08031
08,031,"Denver County/city, CO",2010,346523,313456,33067,9.5,08031
08,031,"Denver County/city, CO",2009,325469,296981,28488,8.8,08031
08,031,"Denver County/city, CO",2008,325465,307910,17555,5.4,08031
08,031,"Denver County/city, CO",2007,317494,304470,13024,4.1,08031
08,031,"Denver County/city, CO",2006,308123,293533,14590,4.7,08031
08,031,"Denver County/city, CO",2005,303022,285717,17305,5.7,08031
08,031,"Denver County/city, CO",2004,304032,284045,19987,6.6,08031
08,031,"Denver County/city, CO",2003,303172,281300,21872,7.2,08031
08,031,"Denver County/city, CO",2002,300814,280534,20280,6.7,08031
08,031,"Denver County/city, CO",2001,302872,289446,13426,4.4,08031
08,031,"Denver County/city, CO",2000,305042,295868,9174,3,08031
08,031,"Denver County/city, CO",1999,284839,275605,9234,3.2,08031
08,031,"Denver County/city, CO",1998,286209,275012,11197,3.9,08031
08,031,"Denver County/city, CO",1997,281460,270394,11066,3.9,08031
08,031,"Denver County/city, CO",1996,278524,264845,13679,4.9,08031
08,031,"Denver County/city, CO",1995,279349,266310,13039,4.7,08031
08,031,"Denver County/city, CO",1994,273932,260400,13532,4.9,08031
08,031,"Denver County/city, CO",1993,266668,250276,16392,6.1,08031
08,031,"Denver County/city, CO",1992,258938,241458,17480,6.8,08031
08,031,"Denver County/city, CO",1991,254169,239655,14514,5.7,08031
08,031,"Denver County/city, CO",1990,253222,239198,14024,5.5,08031
