state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
21,229,"Washington County, KY",2020,6099,5718,381,6.2,21229
21,229,"Washington County, KY",2019,6251,6015,236,3.8,21229
21,229,"Washington County, KY",2018,6130,5912,218,3.6,21229
21,229,"Washington County, KY",2017,6170,5918,252,4.1,21229
21,229,"Washington County, KY",2016,6083,5825,258,4.2,21229
21,229,"Washington County, KY",2015,5954,5691,263,4.4,21229
21,229,"Washington County, KY",2014,6126,5795,331,5.4,21229
21,229,"Washington County, KY",2013,6141,5722,419,6.8,21229
21,229,"Washington County, KY",2012,6214,5746,468,7.5,21229
21,229,"Washington County, KY",2011,6138,5572,566,9.2,21229
21,229,"Washington County, KY",2010,6120,5494,626,10.2,21229
21,229,"Washington County, KY",2009,5431,4697,734,13.5,21229
21,229,"Washington County, KY",2008,5421,5024,397,7.3,21229
21,229,"Washington County, KY",2007,5414,5114,300,5.5,21229
21,229,"Washington County, KY",2006,5353,5044,309,5.8,21229
21,229,"Washington County, KY",2005,5128,4821,307,6,21229
21,229,"Washington County, KY",2004,5182,4895,287,5.5,21229
21,229,"Washington County, KY",2003,5449,5136,313,5.7,21229
21,229,"Washington County, KY",2002,5284,4971,313,5.9,21229
21,229,"Washington County, KY",2001,5376,5057,319,5.9,21229
21,229,"Washington County, KY",2000,5225,5012,213,4.1,21229
21,229,"Washington County, KY",1999,5728,5505,223,3.9,21229
21,229,"Washington County, KY",1998,6082,5884,198,3.3,21229
21,229,"Washington County, KY",1997,5910,5649,261,4.4,21229
21,229,"Washington County, KY",1996,5815,5491,324,5.6,21229
21,229,"Washington County, KY",1995,5768,5548,220,3.8,21229
21,229,"Washington County, KY",1994,5605,5402,203,3.6,21229
21,229,"Washington County, KY",1993,5667,5466,201,3.5,21229
21,229,"Washington County, KY",1992,5169,4917,252,4.9,21229
21,229,"Washington County, KY",1991,4912,4582,330,6.7,21229
21,229,"Washington County, KY",1990,4844,4572,272,5.6,21229
