state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
26,125,"Oakland County, MI",2020,648742,588572,60170,9.3000000000000007,26125
26,125,"Oakland County, MI",2019,682088,658244,23844,3.5,26125
26,125,"Oakland County, MI",2018,674814,652061,22753,3.4,26125
26,125,"Oakland County, MI",2017,665629,642418,23211,3.5,26125
26,125,"Oakland County, MI",2016,652450,625608,26842,4.1,26125
26,125,"Oakland County, MI",2015,630756,601330,29426,4.7,26125
26,125,"Oakland County, MI",2014,629684,589088,40596,6.4,26125
26,125,"Oakland County, MI",2013,630193,581499,48694,7.7,26125
26,125,"Oakland County, MI",2012,617642,567085,50557,8.2,26125
26,125,"Oakland County, MI",2011,608692,552687,56005,9.2,26125
26,125,"Oakland County, MI",2010,617349,547238,70111,11.4,26125
26,125,"Oakland County, MI",2009,599894,526060,73834,12.3,26125
26,125,"Oakland County, MI",2008,608180,566130,42050,6.9,26125
26,125,"Oakland County, MI",2007,621588,584886,36702,5.9,26125
26,125,"Oakland County, MI",2006,629731,593831,35900,5.7,26125
26,125,"Oakland County, MI",2005,637354,602050,35304,5.5,26125
26,125,"Oakland County, MI",2004,641359,605118,36241,5.7,26125
26,125,"Oakland County, MI",2003,645129,609109,36020,5.6,26125
26,125,"Oakland County, MI",2002,650669,617419,33250,5.1,26125
26,125,"Oakland County, MI",2001,661894,634603,27291,4.1,26125
26,125,"Oakland County, MI",2000,679479,661632,17847,2.6,26125
26,125,"Oakland County, MI",1999,686162,666978,19184,2.8,26125
26,125,"Oakland County, MI",1998,669168,649674,19494,2.9,26125
26,125,"Oakland County, MI",1997,658166,638086,20080,3.1,26125
26,125,"Oakland County, MI",1996,650168,627234,22934,3.5,26125
26,125,"Oakland County, MI",1995,636689,613590,23099,3.6,26125
26,125,"Oakland County, MI",1994,629074,601474,27600,4.4,26125
26,125,"Oakland County, MI",1993,626502,588614,37888,6,26125
26,125,"Oakland County, MI",1992,620905,573767,47138,7.6,26125
26,125,"Oakland County, MI",1991,604297,558581,45716,7.6,26125
26,125,"Oakland County, MI",1990,604016,567898,36118,6,26125
