state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
39,027,"Clinton County, OH",2020,17778,16299,1479,8.3000000000000007,39027
39,027,"Clinton County, OH",2019,17785,16941,844,4.7,39027
39,027,"Clinton County, OH",2018,17595,16672,923,5.2,39027
39,027,"Clinton County, OH",2017,17488,16531,957,5.5,39027
39,027,"Clinton County, OH",2016,17238,16228,1010,5.9,39027
39,027,"Clinton County, OH",2015,16744,15693,1051,6.3,39027
39,027,"Clinton County, OH",2014,16989,15683,1306,7.7,39027
39,027,"Clinton County, OH",2013,17078,15299,1779,10.4,39027
39,027,"Clinton County, OH",2012,17289,15434,1855,10.7,39027
39,027,"Clinton County, OH",2011,17993,15570,2423,13.5,39027
39,027,"Clinton County, OH",2010,19280,15992,3288,17.1,39027
39,027,"Clinton County, OH",2009,21022,17922,3100,14.7,39027
39,027,"Clinton County, OH",2008,23619,22173,1446,6.1,39027
39,027,"Clinton County, OH",2007,24629,23453,1176,4.8,39027
39,027,"Clinton County, OH",2006,24312,23142,1170,4.8,39027
39,027,"Clinton County, OH",2005,22617,21347,1270,5.6,39027
39,027,"Clinton County, OH",2004,21877,20504,1373,6.3,39027
39,027,"Clinton County, OH",2003,21868,20602,1266,5.8,39027
39,027,"Clinton County, OH",2002,21579,20463,1116,5.2,39027
39,027,"Clinton County, OH",2001,21843,21014,829,3.8,39027
39,027,"Clinton County, OH",2000,21848,21010,838,3.8,39027
39,027,"Clinton County, OH",1999,25204,24279,925,3.7,39027
39,027,"Clinton County, OH",1998,25266,24439,827,3.3,39027
39,027,"Clinton County, OH",1997,24232,23349,883,3.6,39027
39,027,"Clinton County, OH",1996,23438,22439,999,4.3,39027
39,027,"Clinton County, OH",1995,22751,21692,1059,4.7,39027
39,027,"Clinton County, OH",1994,21359,20284,1075,5,39027
39,027,"Clinton County, OH",1993,20108,18747,1361,6.8,39027
39,027,"Clinton County, OH",1992,19485,18025,1460,7.5,39027
39,027,"Clinton County, OH",1991,19224,18034,1190,6.2,39027
39,027,"Clinton County, OH",1990,18116,17039,1077,5.9,39027
