state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
48,289,"Leon County, TX",2020,6121,5644,477,7.8,48289
48,289,"Leon County, TX",2019,6319,6044,275,4.4,48289
48,289,"Leon County, TX",2018,6127,5819,308,5,48289
48,289,"Leon County, TX",2017,6188,5794,394,6.4,48289
48,289,"Leon County, TX",2016,6513,6091,422,6.5,48289
48,289,"Leon County, TX",2015,6936,6563,373,5.4,48289
48,289,"Leon County, TX",2014,7210,6822,388,5.4,48289
48,289,"Leon County, TX",2013,6952,6468,484,7,48289
48,289,"Leon County, TX",2012,6938,6429,509,7.3,48289
48,289,"Leon County, TX",2011,7159,6517,642,9,48289
48,289,"Leon County, TX",2010,7275,6626,649,8.9,48289
48,289,"Leon County, TX",2009,8273,7695,578,7,48289
48,289,"Leon County, TX",2008,7804,7468,336,4.3,48289
48,289,"Leon County, TX",2007,7568,7251,317,4.2,48289
48,289,"Leon County, TX",2006,7622,7235,387,5.0999999999999996,48289
48,289,"Leon County, TX",2005,7737,7304,433,5.6,48289
48,289,"Leon County, TX",2004,7709,7225,484,6.3,48289
48,289,"Leon County, TX",2003,7463,6897,566,7.6,48289
48,289,"Leon County, TX",2002,7317,6818,499,6.8,48289
48,289,"Leon County, TX",2001,7170,6803,367,5.1,48289
48,289,"Leon County, TX",2000,7044,6680,364,5.2,48289
48,289,"Leon County, TX",1999,6354,5938,416,6.5,48289
48,289,"Leon County, TX",1998,5894,5493,401,6.8,48289
48,289,"Leon County, TX",1997,5543,5153,390,7,48289
48,289,"Leon County, TX",1996,5597,5211,386,6.9,48289
48,289,"Leon County, TX",1995,5482,5103,379,6.9,48289
48,289,"Leon County, TX",1994,5542,5095,447,8.1,48289
48,289,"Leon County, TX",1993,5406,4925,481,8.9,48289
48,289,"Leon County, TX",1992,5260,4814,446,8.5,48289
48,289,"Leon County, TX",1991,5007,4644,363,7.2,48289
48,289,"Leon County, TX",1990,5109,4797,312,6.1,48289
