fips_code,area,period,qtrly_estabs,avg_wkly_wage
12081,"Manatee County, FL",2014-1,9801,707
12081,"Manatee County, FL",2014-1,31,1342
12081,"Manatee County, FL",2014-1,40,679
12081,"Manatee County, FL",2014-1,39,843
12081,"Manatee County, FL",2014-1,9691,687
12081,"Manatee County, FL",2014-2,9871,736
12081,"Manatee County, FL",2014-2,31,1100
12081,"Manatee County, FL",2014-2,40,744
12081,"Manatee County, FL",2014-2,39,1111
12081,"Manatee County, FL",2014-2,9761,696
12081,"Manatee County, FL",2014-3,9913,705
12081,"Manatee County, FL",2014-3,31,1209
12081,"Manatee County, FL",2014-3,40,701
12081,"Manatee County, FL",2014-3,39,797
12081,"Manatee County, FL",2014-3,9803,692
12081,"Manatee County, FL",2014-4,10081,767
12081,"Manatee County, FL",2014-4,31,1119
12081,"Manatee County, FL",2014-4,40,742
12081,"Manatee County, FL",2014-4,39,889
12081,"Manatee County, FL",2014-4,9971,750
12081,"Manatee County, FL",2015-1,10150,725
12081,"Manatee County, FL",2015-1,31,1365
12081,"Manatee County, FL",2015-1,40,692
12081,"Manatee County, FL",2015-1,39,837
12081,"Manatee County, FL",2015-1,10040,707
12081,"Manatee County, FL",2015-2,9870,750
12081,"Manatee County, FL",2015-2,30,1113
12081,"Manatee County, FL",2015-2,38,745
12081,"Manatee County, FL",2015-2,39,1070
12081,"Manatee County, FL",2015-2,9763,716
12081,"Manatee County, FL",2015-3,9980,740
12081,"Manatee County, FL",2015-3,30,1261
12081,"Manatee County, FL",2015-3,38,706
12081,"Manatee County, FL",2015-3,39,828
12081,"Manatee County, FL",2015-3,9873,727
12081,"Manatee County, FL",2015-4,10113,820
12081,"Manatee County, FL",2015-4,30,1337
12081,"Manatee County, FL",2015-4,37,760
12081,"Manatee County, FL",2015-4,40,879
12081,"Manatee County, FL",2015-4,10006,809
12081,"Manatee County, FL",2016-1,10132,748
12081,"Manatee County, FL",2016-1,30,1194
12081,"Manatee County, FL",2016-1,37,706
12081,"Manatee County, FL",2016-1,40,840
12081,"Manatee County, FL",2016-1,10025,735
12081,"Manatee County, FL",2016-2,10221,776
12081,"Manatee County, FL",2016-2,30,1099
12081,"Manatee County, FL",2016-2,37,766
12081,"Manatee County, FL",2016-2,40,1025
12081,"Manatee County, FL",2016-2,10114,749
12081,"Manatee County, FL",2016-3,10374,816
12081,"Manatee County, FL",2016-3,31,1251
12081,"Manatee County, FL",2016-3,37,765
12081,"Manatee County, FL",2016-3,40,933
12081,"Manatee County, FL",2016-3,10266,802
12081,"Manatee County, FL",2016-4,10573,808
12081,"Manatee County, FL",2016-4,30,1307
12081,"Manatee County, FL",2016-4,36,694
12081,"Manatee County, FL",2016-4,39,861
12081,"Manatee County, FL",2016-4,10468,799
12081,"Manatee County, FL",2017-1,10538,795
12081,"Manatee County, FL",2017-1,30,1172
12081,"Manatee County, FL",2017-1,37,716
12081,"Manatee County, FL",2017-1,37,892
12081,"Manatee County, FL",2017-1,10434,783
12081,"Manatee County, FL",2017-2,10726,792
12081,"Manatee County, FL",2017-2,30,1231
12081,"Manatee County, FL",2017-2,37,647
12081,"Manatee County, FL",2017-2,37,1131
12081,"Manatee County, FL",2017-2,10622,761
12081,"Manatee County, FL",2017-3,10652,793
12081,"Manatee County, FL",2017-3,30,1402
12081,"Manatee County, FL",2017-3,36,729
12081,"Manatee County, FL",2017-3,35,869
12081,"Manatee County, FL",2017-3,10551,782
12081,"Manatee County, FL",2017-4,10894,820
12081,"Manatee County, FL",2017-4,30,1316
12081,"Manatee County, FL",2017-4,36,695
12081,"Manatee County, FL",2017-4,36,889
12081,"Manatee County, FL",2017-4,10792,810
12081,"Manatee County, FL",2018-1,10912,827
12081,"Manatee County, FL",2018-1,30,1203
12081,"Manatee County, FL",2018-1,36,741
12081,"Manatee County, FL",2018-1,37,948
12081,"Manatee County, FL",2018-1,10809,814
12081,"Manatee County, FL",2018-2,10981,827
12081,"Manatee County, FL",2018-2,31,1294
12081,"Manatee County, FL",2018-2,36,670
12081,"Manatee County, FL",2018-2,37,1150
12081,"Manatee County, FL",2018-2,10877,797
12081,"Manatee County, FL",2018-3,11059,804
12081,"Manatee County, FL",2018-3,31,1150
12081,"Manatee County, FL",2018-3,36,747
12081,"Manatee County, FL",2018-3,37,861
12081,"Manatee County, FL",2018-3,10955,797
12081,"Manatee County, FL",2018-4,11196,851
12081,"Manatee County, FL",2018-4,31,1434
12081,"Manatee County, FL",2018-4,36,703
12081,"Manatee County, FL",2018-4,37,900
12081,"Manatee County, FL",2018-4,11092,843
12081,"Manatee County, FL",2019-1,11463,836
12081,"Manatee County, FL",2019-1,32,1229
12081,"Manatee County, FL",2019-1,36,750
12081,"Manatee County, FL",2019-1,37,918
12081,"Manatee County, FL",2019-1,11358,826
12081,"Manatee County, FL",2019-2,11547,840
12081,"Manatee County, FL",2019-2,32,1317
12081,"Manatee County, FL",2019-2,36,696
12081,"Manatee County, FL",2019-2,37,1056
12081,"Manatee County, FL",2019-2,11442,819
12081,"Manatee County, FL",2019-3,11670,840
12081,"Manatee County, FL",2019-3,32,1125
12081,"Manatee County, FL",2019-3,36,742
12081,"Manatee County, FL",2019-3,36,1002
12081,"Manatee County, FL",2019-3,11566,825
12081,"Manatee County, FL",2019-4,11789,892
12081,"Manatee County, FL",2019-4,32,1415
12081,"Manatee County, FL",2019-4,36,696
12081,"Manatee County, FL",2019-4,36,965
12081,"Manatee County, FL",2019-4,11685,883
12081,"Manatee County, FL",2020-1,11860,869
12081,"Manatee County, FL",2020-1,32,1168
12081,"Manatee County, FL",2020-1,33,749
12081,"Manatee County, FL",2020-1,36,976
12081,"Manatee County, FL",2020-1,11759,858
12081,"Manatee County, FL",2020-2,11943,876
12081,"Manatee County, FL",2020-2,31,1288
12081,"Manatee County, FL",2020-2,33,693
12081,"Manatee County, FL",2020-2,36,1101
12081,"Manatee County, FL",2020-2,11843,854
12081,"Manatee County, FL",2020-3,12106,913
12081,"Manatee County, FL",2020-3,31,1001
12081,"Manatee County, FL",2020-3,33,774
12081,"Manatee County, FL",2020-3,36,1074
12081,"Manatee County, FL",2020-3,12006,899
