state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
48,347,"Nacogdoches County, TX",2020,27987,26145,1842,6.6,48347
48,347,"Nacogdoches County, TX",2019,28163,27117,1046,3.7,48347
48,347,"Nacogdoches County, TX",2018,28645,27526,1119,3.9,48347
48,347,"Nacogdoches County, TX",2017,28553,27332,1221,4.3,48347
48,347,"Nacogdoches County, TX",2016,28722,27375,1347,4.7,48347
48,347,"Nacogdoches County, TX",2015,28142,26811,1331,4.7,48347
48,347,"Nacogdoches County, TX",2014,28588,27041,1547,5.4,48347
48,347,"Nacogdoches County, TX",2013,29171,27256,1915,6.6,48347
48,347,"Nacogdoches County, TX",2012,29501,27554,1947,6.6,48347
48,347,"Nacogdoches County, TX",2011,30605,28398,2207,7.2,48347
48,347,"Nacogdoches County, TX",2010,30824,28621,2203,7.1,48347
48,347,"Nacogdoches County, TX",2009,31918,29859,2059,6.5,48347
48,347,"Nacogdoches County, TX",2008,30842,29501,1341,4.3,48347
48,347,"Nacogdoches County, TX",2007,30273,29003,1270,4.2,48347
48,347,"Nacogdoches County, TX",2006,30727,29254,1473,4.8,48347
48,347,"Nacogdoches County, TX",2005,31209,29561,1648,5.3,48347
48,347,"Nacogdoches County, TX",2004,31610,29899,1711,5.4,48347
48,347,"Nacogdoches County, TX",2003,31014,29178,1836,5.9,48347
48,347,"Nacogdoches County, TX",2002,30116,28461,1655,5.5,48347
48,347,"Nacogdoches County, TX",2001,29735,28342,1393,4.7,48347
48,347,"Nacogdoches County, TX",2000,29144,27859,1285,4.4,48347
48,347,"Nacogdoches County, TX",1999,25433,24432,1001,3.9,48347
48,347,"Nacogdoches County, TX",1998,25333,24146,1187,4.7,48347
48,347,"Nacogdoches County, TX",1997,27011,25663,1348,5,48347
48,347,"Nacogdoches County, TX",1996,27913,26406,1507,5.4,48347
48,347,"Nacogdoches County, TX",1995,27620,26266,1354,4.9,48347
48,347,"Nacogdoches County, TX",1994,26834,25558,1276,4.8,48347
48,347,"Nacogdoches County, TX",1993,26494,25199,1295,4.9,48347
48,347,"Nacogdoches County, TX",1992,26287,24681,1606,6.1,48347
48,347,"Nacogdoches County, TX",1991,26331,24726,1605,6.1,48347
48,347,"Nacogdoches County, TX",1990,26122,24363,1759,6.7,48347
