state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
06,111,"Ventura County, CA",2020,408867,373903,34964,8.6,06111
06,111,"Ventura County, CA",2019,421365,405882,15483,3.7,06111
06,111,"Ventura County, CA",2018,423085,406819,16266,3.8,06111
06,111,"Ventura County, CA",2017,423923,404739,19184,4.5,06111
06,111,"Ventura County, CA",2016,425346,403087,22259,5.2,06111
06,111,"Ventura County, CA",2015,427235,402977,24258,5.7,06111
06,111,"Ventura County, CA",2014,429179,400313,28866,6.7,06111
06,111,"Ventura County, CA",2013,432345,397865,34480,8,06111
06,111,"Ventura County, CA",2012,433668,393575,40093,9.2,06111
06,111,"Ventura County, CA",2011,430917,385967,44950,10.4,06111
06,111,"Ventura County, CA",2010,430235,382449,47786,11.1,06111
06,111,"Ventura County, CA",2009,432230,388774,43456,10.1,06111
06,111,"Ventura County, CA",2008,429007,401897,27110,6.3,06111
06,111,"Ventura County, CA",2007,423646,403179,20467,4.8,06111
06,111,"Ventura County, CA",2006,420231,402174,18057,4.3,06111
06,111,"Ventura County, CA",2005,416025,396331,19694,4.7,06111
06,111,"Ventura County, CA",2004,412174,390075,22099,5.4,06111
06,111,"Ventura County, CA",2003,409617,385716,23901,5.8,06111
06,111,"Ventura County, CA",2002,405955,382329,23626,5.8,06111
06,111,"Ventura County, CA",2001,398264,378833,19431,4.9,06111
06,111,"Ventura County, CA",2000,392421,374884,17537,4.5,06111
06,111,"Ventura County, CA",1999,395237,376077,19160,4.8,06111
06,111,"Ventura County, CA",1998,386328,364771,21557,5.6,06111
06,111,"Ventura County, CA",1997,378688,353485,25203,6.7,06111
06,111,"Ventura County, CA",1996,375646,348151,27495,7.3,06111
06,111,"Ventura County, CA",1995,379479,351310,28169,7.4,06111
06,111,"Ventura County, CA",1994,380330,349961,30369,8,06111
06,111,"Ventura County, CA",1993,375302,341278,34024,9.1,06111
06,111,"Ventura County, CA",1992,372915,339280,33635,9,06111
06,111,"Ventura County, CA",1991,367417,339345,28072,7.6,06111
06,111,"Ventura County, CA",1990,366467,345397,21070,5.7,06111
