state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
20,081,"Haskell County, KS",2020,2250,2197,53,2.4,20081
20,081,"Haskell County, KS",2019,2224,2174,50,2.2,20081
20,081,"Haskell County, KS",2018,2198,2152,46,2.1,20081
20,081,"Haskell County, KS",2017,2233,2183,50,2.2,20081
20,081,"Haskell County, KS",2016,2315,2255,60,2.6,20081
20,081,"Haskell County, KS",2015,2365,2306,59,2.5,20081
20,081,"Haskell County, KS",2014,2360,2299,61,2.6,20081
20,081,"Haskell County, KS",2013,2395,2325,70,2.9,20081
20,081,"Haskell County, KS",2012,2471,2388,83,3.4,20081
20,081,"Haskell County, KS",2011,2427,2343,84,3.5,20081
20,081,"Haskell County, KS",2010,2446,2359,87,3.6,20081
20,081,"Haskell County, KS",2009,2290,2213,77,3.4,20081
20,081,"Haskell County, KS",2008,2183,2124,59,2.7,20081
20,081,"Haskell County, KS",2007,2155,2093,62,2.9,20081
20,081,"Haskell County, KS",2006,2100,2039,61,2.9,20081
20,081,"Haskell County, KS",2005,2135,2068,67,3.1,20081
20,081,"Haskell County, KS",2004,2167,2089,78,3.6,20081
20,081,"Haskell County, KS",2003,2120,2059,61,2.9,20081
20,081,"Haskell County, KS",2002,2130,2068,62,2.9,20081
20,081,"Haskell County, KS",2001,2047,1989,58,2.8,20081
20,081,"Haskell County, KS",2000,2074,2025,49,2.4,20081
20,081,"Haskell County, KS",1999,2120,2072,48,2.3,20081
20,081,"Haskell County, KS",1998,2059,2004,55,2.7,20081
20,081,"Haskell County, KS",1997,2012,1960,52,2.6,20081
20,081,"Haskell County, KS",1996,2093,2031,62,3,20081
20,081,"Haskell County, KS",1995,2150,2081,69,3.2,20081
20,081,"Haskell County, KS",1994,2118,2066,52,2.5,20081
20,081,"Haskell County, KS",1993,1995,1940,55,2.8,20081
20,081,"Haskell County, KS",1992,1955,1911,44,2.3,20081
20,081,"Haskell County, KS",1991,2003,1964,39,1.9,20081
20,081,"Haskell County, KS",1990,2008,1960,48,2.4,20081
