state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
21,169,"Metcalfe County, KY",2020,4017,3704,313,7.8,21169
21,169,"Metcalfe County, KY",2019,4113,3922,191,4.6,21169
21,169,"Metcalfe County, KY",2018,4110,3943,167,4.1,21169
21,169,"Metcalfe County, KY",2017,4175,4008,167,4,21169
21,169,"Metcalfe County, KY",2016,4120,3934,186,4.5,21169
21,169,"Metcalfe County, KY",2015,4020,3813,207,5.1,21169
21,169,"Metcalfe County, KY",2014,4133,3882,251,6.1,21169
21,169,"Metcalfe County, KY",2013,4334,3999,335,7.7,21169
21,169,"Metcalfe County, KY",2012,4428,4074,354,8,21169
21,169,"Metcalfe County, KY",2011,4621,4104,517,11.2,21169
21,169,"Metcalfe County, KY",2010,4700,4068,632,13.4,21169
21,169,"Metcalfe County, KY",2009,4411,3694,717,16.3,21169
21,169,"Metcalfe County, KY",2008,4412,4100,312,7.1,21169
21,169,"Metcalfe County, KY",2007,4432,4186,246,5.6,21169
21,169,"Metcalfe County, KY",2006,4486,4242,244,5.4,21169
21,169,"Metcalfe County, KY",2005,4459,4209,250,5.6,21169
21,169,"Metcalfe County, KY",2004,4473,4268,205,4.6,21169
21,169,"Metcalfe County, KY",2003,4533,4288,245,5.4,21169
21,169,"Metcalfe County, KY",2002,4519,4284,235,5.2,21169
21,169,"Metcalfe County, KY",2001,4587,4349,238,5.2,21169
21,169,"Metcalfe County, KY",2000,4601,4395,206,4.5,21169
21,169,"Metcalfe County, KY",1999,4963,4609,354,7.1,21169
21,169,"Metcalfe County, KY",1998,4881,4656,225,4.6,21169
21,169,"Metcalfe County, KY",1997,4785,4544,241,5,21169
21,169,"Metcalfe County, KY",1996,4870,4568,302,6.2,21169
21,169,"Metcalfe County, KY",1995,4778,4515,263,5.5,21169
21,169,"Metcalfe County, KY",1994,4709,4496,213,4.5,21169
21,169,"Metcalfe County, KY",1993,4560,4310,250,5.5,21169
21,169,"Metcalfe County, KY",1992,4498,4178,320,7.1,21169
21,169,"Metcalfe County, KY",1991,4447,4101,346,7.8,21169
21,169,"Metcalfe County, KY",1990,4348,4115,233,5.4,21169
