state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
28,045,"Hancock County, MS",2020,18692,17106,1586,8.5,28045
28,045,"Hancock County, MS",2019,18891,17803,1088,5.8,28045
28,045,"Hancock County, MS",2018,18670,17692,978,5.2,28045
28,045,"Hancock County, MS",2017,18706,17640,1066,5.7,28045
28,045,"Hancock County, MS",2016,18788,17620,1168,6.2,28045
28,045,"Hancock County, MS",2015,18619,17396,1223,6.6,28045
28,045,"Hancock County, MS",2014,18415,17070,1345,7.3,28045
28,045,"Hancock County, MS",2013,18939,17461,1478,7.8,28045
28,045,"Hancock County, MS",2012,19807,18167,1640,8.3,28045
28,045,"Hancock County, MS",2011,20111,18246,1865,9.3,28045
28,045,"Hancock County, MS",2010,19700,17980,1720,8.7,28045
28,045,"Hancock County, MS",2009,18089,16664,1425,7.9,28045
28,045,"Hancock County, MS",2008,18205,17178,1027,5.6,28045
28,045,"Hancock County, MS",2007,18154,17200,954,5.3,28045
28,045,"Hancock County, MS",2006,18031,16365,1666,9.1999999999999993,28045
28,045,"Hancock County, MS",2005,20995,18734,2261,10.8,28045
28,045,"Hancock County, MS",2004,20743,19704,1039,5,28045
28,045,"Hancock County, MS",2003,20481,19475,1006,4.9,28045
28,045,"Hancock County, MS",2002,19843,18808,1035,5.2,28045
28,045,"Hancock County, MS",2001,19718,18910,808,4.1,28045
28,045,"Hancock County, MS",2000,19461,18565,896,4.6,28045
28,045,"Hancock County, MS",1999,18480,17748,732,4,28045
28,045,"Hancock County, MS",1998,17351,16732,619,3.6,28045
28,045,"Hancock County, MS",1997,16779,16028,751,4.5,28045
28,045,"Hancock County, MS",1996,16344,15431,913,5.6,28045
28,045,"Hancock County, MS",1995,15992,14921,1071,6.7,28045
28,045,"Hancock County, MS",1994,16045,15047,998,6.2,28045
28,045,"Hancock County, MS",1993,14969,14021,948,6.3,28045
28,045,"Hancock County, MS",1992,13619,12607,1012,7.4,28045
28,045,"Hancock County, MS",1991,13040,12153,887,6.8,28045
28,045,"Hancock County, MS",1990,12828,11906,922,7.2,28045
