state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
39,051,"Fulton County, OH",2020,21991,20251,1740,7.9,39051
39,051,"Fulton County, OH",2019,22564,21623,941,4.2,39051
39,051,"Fulton County, OH",2018,22379,21396,983,4.4,39051
39,051,"Fulton County, OH",2017,22544,21439,1105,4.9,39051
39,051,"Fulton County, OH",2016,22766,21700,1066,4.7,39051
39,051,"Fulton County, OH",2015,22512,21402,1110,4.9,39051
39,051,"Fulton County, OH",2014,22423,21101,1322,5.9,39051
39,051,"Fulton County, OH",2013,22435,20659,1776,7.9,39051
39,051,"Fulton County, OH",2012,22431,20698,1733,7.7,39051
39,051,"Fulton County, OH",2011,22571,20402,2169,9.6,39051
39,051,"Fulton County, OH",2010,23178,20430,2748,11.9,39051
39,051,"Fulton County, OH",2009,22338,19229,3109,13.9,39051
39,051,"Fulton County, OH",2008,23419,21484,1935,8.3,39051
39,051,"Fulton County, OH",2007,23465,21981,1484,6.3,39051
39,051,"Fulton County, OH",2006,23595,22198,1397,5.9,39051
39,051,"Fulton County, OH",2005,23080,21631,1449,6.3,39051
39,051,"Fulton County, OH",2004,22785,21287,1498,6.6,39051
39,051,"Fulton County, OH",2003,22615,21087,1528,6.8,39051
39,051,"Fulton County, OH",2002,22511,21145,1366,6.1,39051
39,051,"Fulton County, OH",2001,22675,21632,1043,4.6,39051
39,051,"Fulton County, OH",2000,22633,21653,980,4.3,39051
39,051,"Fulton County, OH",1999,23408,22377,1031,4.4,39051
39,051,"Fulton County, OH",1998,22813,21859,954,4.2,39051
39,051,"Fulton County, OH",1997,22877,21699,1178,5.1,39051
39,051,"Fulton County, OH",1996,22630,21365,1265,5.6,39051
39,051,"Fulton County, OH",1995,22151,20907,1244,5.6,39051
39,051,"Fulton County, OH",1994,21732,20541,1191,5.5,39051
39,051,"Fulton County, OH",1993,21320,19809,1511,7.1,39051
39,051,"Fulton County, OH",1992,21234,19240,1994,9.4,39051
39,051,"Fulton County, OH",1991,20781,18882,1899,9.1,39051
39,051,"Fulton County, OH",1990,20851,19194,1657,7.9,39051
