state_fips,cty_fips,area,year,total_labor_force,num_employed,num_unemployed,unemployment_rate,fips
28,027,"Coahoma County, MS",2020,8362,7314,1048,12.5,28027
28,027,"Coahoma County, MS",2019,8355,7703,652,7.8,28027
28,027,"Coahoma County, MS",2018,8391,7784,607,7.2,28027
28,027,"Coahoma County, MS",2017,8612,7955,657,7.6,28027
28,027,"Coahoma County, MS",2016,9181,8368,813,8.9,28027
28,027,"Coahoma County, MS",2015,9427,8466,961,10.2,28027
28,027,"Coahoma County, MS",2014,9532,8399,1133,11.9,28027
28,027,"Coahoma County, MS",2013,9815,8555,1260,12.8,28027
28,027,"Coahoma County, MS",2012,10317,9043,1274,12.3,28027
28,027,"Coahoma County, MS",2011,10701,9251,1450,13.6,28027
28,027,"Coahoma County, MS",2010,10489,9091,1398,13.3,28027
28,027,"Coahoma County, MS",2009,9906,8722,1184,12,28027
28,027,"Coahoma County, MS",2008,10072,9150,922,9.2,28027
28,027,"Coahoma County, MS",2007,10336,9405,931,9,28027
28,027,"Coahoma County, MS",2006,10588,9634,954,9,28027
28,027,"Coahoma County, MS",2005,11134,9967,1167,10.5,28027
28,027,"Coahoma County, MS",2004,11262,10246,1016,9,28027
28,027,"Coahoma County, MS",2003,11640,10696,944,8.1,28027
28,027,"Coahoma County, MS",2002,11579,10591,988,8.5,28027
28,027,"Coahoma County, MS",2001,11502,10663,839,7.3,28027
28,027,"Coahoma County, MS",2000,11731,10842,889,7.6,28027
28,027,"Coahoma County, MS",1999,11676,10622,1054,9,28027
28,027,"Coahoma County, MS",1998,11730,10538,1192,10.2,28027
28,027,"Coahoma County, MS",1997,12250,10976,1274,10.4,28027
28,027,"Coahoma County, MS",1996,12445,11235,1210,9.7,28027
28,027,"Coahoma County, MS",1995,12774,11444,1330,10.4,28027
28,027,"Coahoma County, MS",1994,12521,11174,1347,10.8,28027
28,027,"Coahoma County, MS",1993,11954,10597,1357,11.4,28027
28,027,"Coahoma County, MS",1992,11826,10529,1297,11,28027
28,027,"Coahoma County, MS",1991,11808,10469,1339,11.3,28027
28,027,"Coahoma County, MS",1990,11929,10564,1365,11.4,28027
